frame,behavior,behavior_label
33979,1,walking
33980,1,walking
33981,1,walking
33982,1,walking
33983,1,walking
33984,1,walking
33985,1,walking
33986,1,walking
33987,1,walking
33988,1,walking
33989,1,walking
33990,1,walking
33991,1,walking
33992,1,walking
33993,1,walking
33994,1,walking
33995,1,walking
33996,1,walking
33997,1,walking
33998,1,walking
33999,1,walking
34000,1,walking
34001,1,walking
34002,1,walking
34003,1,walking
34004,1,walking
34005,1,walking
34006,1,walking
34007,1,walking
34008,1,walking
34009,1,walking
34010,1,walking
34011,1,walking
34012,1,walking
34013,1,walking
34014,1,walking
34015,1,walking
34016,1,walking
34017,1,walking
34018,1,walking
34019,1,walking
34020,1,walking
34021,1,walking
34022,1,walking
34023,1,walking
34024,1,walking
34025,1,walking
34026,1,walking
34027,1,walking
34028,1,walking
34029,1,walking
34030,1,walking
34031,1,walking
34032,1,walking
34033,1,walking
34034,1,walking
34035,1,walking
34036,1,walking
34037,1,walking
34038,1,walking
34039,1,walking
34040,1,walking
34041,1,walking
34042,1,walking
34043,1,walking
34044,1,walking
34045,0,still
34046,0,still
34047,0,still
34048,0,still
34049,0,still
34050,0,still
34051,0,still
34052,0,still
34053,0,still
34054,0,still
34055,0,still
34056,0,still
34057,0,still
34058,0,still
34059,0,still
34060,0,still
34061,0,still
34062,0,still
34063,0,still
34064,0,still
34065,0,still
34066,0,still
34067,0,still
34068,0,still
34069,0,still
34070,0,still
34071,0,still
34072,0,still
34073,0,still
34074,0,still
34075,0,still
34076,0,still
34077,0,still
34078,0,still
34079,0,still
34080,0,still
34081,0,still
34082,0,still
34083,0,still
34084,0,still
34085,0,still
34086,0,still
34087,0,still
34088,0,still
34089,0,still
34090,0,still
34091,0,still
34092,0,still
34093,1,walking
34094,1,walking
34095,1,walking
34096,1,walking
34097,1,walking
34098,1,walking
34099,1,walking
34100,1,walking
34101,1,walking
34102,1,walking
34103,1,walking
34104,1,walking
34105,1,walking
34106,1,walking
34107,1,walking
34108,1,walking
34109,1,walking
34110,1,walking
34111,1,walking
34112,1,walking
34113,1,walking
34114,1,walking
34115,1,walking
34116,1,walking
34117,1,walking
34118,1,walking
34119,1,walking
34120,1,walking
34121,1,walking
34122,1,walking
34123,1,walking
34124,1,walking
34125,1,walking
34126,1,walking
34127,1,walking
34128,1,walking
34129,1,walking
34130,1,walking
34131,1,walking
34132,1,walking
34133,1,walking
34134,1,walking
34135,1,walking
34136,1,walking
34137,1,walking
34138,1,walking
